shortcode,kind,url,status,attempts,post_like_count,repost_count,captured_comments,displayed_comment_count,target_comment_count,target_comment_source,capture_rate_estimate,unique_commenters,total_comment_likes,mean_comment_likes,median_comment_likes,mean_text_length,median_text_length,posted_at,stop_reason,exhaustion_reason,effective_concurrency,worker_id,active_hydrated_at,active_hydrate_ms,hydrate_visibility_state,hydrate_comments_found,hydrate_target_comment_count,active_scrape_started_at,active_scrape_finished_at,active_scroll_rounds,active_visibility_states,background_scroll_visibility_states,caption_preview
Bb8F3-yDVAw,p,https://www.instagram.com/thedogist/p/Bb8F3-yDVAw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb7j0sojubN,p,https://www.instagram.com/thedogist/p/Bb7j0sojubN/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb5hDyxDoIL,p,https://www.instagram.com/thedogist/p/Bb5hDyxDoIL/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb5JsiCjdPo,p,https://www.instagram.com/thedogist/p/Bb5JsiCjdPo/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb4wtbYjDYn,p,https://www.instagram.com/thedogist/p/Bb4wtbYjDYn/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb3Cvy8jA9L,p,https://www.instagram.com/thedogist/p/Bb3Cvy8jA9L/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb2wQqJjkTl,p,https://www.instagram.com/thedogist/p/Bb2wQqJjkTl/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb2VvDHjMfw,p,https://www.instagram.com/thedogist/p/Bb2VvDHjMfw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb0f9bqjdoC,p,https://www.instagram.com/thedogist/p/Bb0f9bqjdoC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bb0BA44j3Er,p,https://www.instagram.com/thedogist/p/Bb0BA44j3Er/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbzXpyZjYdn,p,https://www.instagram.com/thedogist/p/BbzXpyZjYdn/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbx07EJj7BC,p,https://www.instagram.com/thedogist/p/Bbx07EJj7BC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbxVudnjPyH,p,https://www.instagram.com/thedogist/p/BbxVudnjPyH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbw6DxBje7w,p,https://www.instagram.com/thedogist/p/Bbw6DxBje7w/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbu8Ax2jwdW,p,https://www.instagram.com/thedogist/p/Bbu8Ax2jwdW/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbuUeRujDPU,p,https://www.instagram.com/thedogist/p/BbuUeRujDPU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbsX4SqD83t,p,https://www.instagram.com/thedogist/p/BbsX4SqD83t/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbsF0CRDNsi,p,https://www.instagram.com/thedogist/p/BbsF0CRDNsi/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbp7g-Tjviq,p,https://www.instagram.com/thedogist/p/Bbp7g-Tjviq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbppNtjDvXR,p,https://www.instagram.com/thedogist/p/BbppNtjDvXR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbnM0mIjfkG,p,https://www.instagram.com/thedogist/p/BbnM0mIjfkG/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbmtstfjanD,p,https://www.instagram.com/thedogist/p/BbmtstfjanD/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbkh_UJDYbq,p,https://www.instagram.com/thedogist/p/Bbkh_UJDYbq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbj-fyyDEpa,p,https://www.instagram.com/thedogist/p/Bbj-fyyDEpa/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbh-k00jE9m,p,https://www.instagram.com/thedogist/p/Bbh-k00jE9m/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbhXN86jDSx,p,https://www.instagram.com/thedogist/p/BbhXN86jDSx/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbfe5VsD21P,p,https://www.instagram.com/thedogist/p/Bbfe5VsD21P/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bbe9XlvD_2U,p,https://www.instagram.com/thedogist/p/Bbe9XlvD_2U/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbdeyK1jy77,p,https://www.instagram.com/thedogist/p/BbdeyK1jy77/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbdBHtFj8N4,p,https://www.instagram.com/thedogist/p/BbdBHtFj8N4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbcgWEpjLGV,p,https://www.instagram.com/thedogist/p/BbcgWEpjLGV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbaxIhCD434,p,https://www.instagram.com/thedogist/p/BbaxIhCD434/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbaTd-cjC3I,p,https://www.instagram.com/thedogist/p/BbaTd-cjC3I/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbZ7BqoD8Ol,p,https://www.instagram.com/thedogist/p/BbZ7BqoD8Ol/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbZrc7wjRAH,p,https://www.instagram.com/thedogist/p/BbZrc7wjRAH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbXkdGzDtRV,p,https://www.instagram.com/thedogist/p/BbXkdGzDtRV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbXK8_eDtsF,p,https://www.instagram.com/thedogist/p/BbXK8_eDtsF/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbVuPJtjbIR,p,https://www.instagram.com/thedogist/p/BbVuPJtjbIR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbVYUi9Dw5V,p,https://www.instagram.com/thedogist/p/BbVYUi9Dw5V/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbUmDpyDAfC,p,https://www.instagram.com/thedogist/p/BbUmDpyDAfC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbTCRb7jy0h,p,https://www.instagram.com/thedogist/p/BbTCRb7jy0h/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbSsdQ6DeQh,p,https://www.instagram.com/thedogist/p/BbSsdQ6DeQh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbR-XVIDmsK,p,https://www.instagram.com/thedogist/p/BbR-XVIDmsK/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbPV6RFDSJA,p,https://www.instagram.com/thedogist/p/BbPV6RFDSJA/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbNpEL9jGuN,p,https://www.instagram.com/thedogist/p/BbNpEL9jGuN/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbNflnKjwqJ,p,https://www.instagram.com/thedogist/p/BbNflnKjwqJ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbMuRz5j6CT,p,https://www.instagram.com/thedogist/p/BbMuRz5j6CT/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbLZBsbDIhA,p,https://www.instagram.com/thedogist/p/BbLZBsbDIhA/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbKp2t1Dtr4,p,https://www.instagram.com/thedogist/p/BbKp2t1Dtr4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbKRWyTjkV5,p,https://www.instagram.com/thedogist/p/BbKRWyTjkV5/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbIh_SyDrZl,p,https://www.instagram.com/thedogist/p/BbIh_SyDrZl/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbH2b1cDob7,p,https://www.instagram.com/thedogist/p/BbH2b1cDob7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbF9F9DDksu,p,https://www.instagram.com/thedogist/p/BbF9F9DDksu/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbFStvijyZw,p,https://www.instagram.com/thedogist/p/BbFStvijyZw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbDXcfVjBoV,p,https://www.instagram.com/thedogist/p/BbDXcfVjBoV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbC25V3DIo2,p,https://www.instagram.com/thedogist/p/BbC25V3DIo2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbCVmcCDP76,p,https://www.instagram.com/thedogist/p/BbCVmcCDP76/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbA5CsWjjc7,p,https://www.instagram.com/thedogist/p/BbA5CsWjjc7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BbAnsyvDFNt,p,https://www.instagram.com/thedogist/p/BbAnsyvDFNt/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba_2GT9DBXr,p,https://www.instagram.com/thedogist/p/Ba_2GT9DBXr/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba-C-roj2Hr,p,https://www.instagram.com/thedogist/p/Ba-C-roj2Hr/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba9fIKfDuqv,p,https://www.instagram.com/thedogist/p/Ba9fIKfDuqv/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba7nTCxD48R,p,https://www.instagram.com/thedogist/p/Ba7nTCxD48R/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba7Qo_bjQ_v,p,https://www.instagram.com/thedogist/p/Ba7Qo_bjQ_v/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba64aOPjTZ5,p,https://www.instagram.com/thedogist/p/Ba64aOPjTZ5/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba5DZqODs2t,p,https://www.instagram.com/thedogist/p/Ba5DZqODs2t/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba4pkZojs1M,p,https://www.instagram.com/thedogist/p/Ba4pkZojs1M/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba4TnVsDWN2,p,https://www.instagram.com/thedogist/p/Ba4TnVsDWN2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba4B4qsjGdU,p,https://www.instagram.com/thedogist/p/Ba4B4qsjGdU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba2mf1IDI-V,p,https://www.instagram.com/thedogist/p/Ba2mf1IDI-V/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba2XNnUDX_m,p,https://www.instagram.com/thedogist/p/Ba2XNnUDX_m/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba1jOUoD2T7,p,https://www.instagram.com/thedogist/p/Ba1jOUoD2T7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Ba0Ij7JDEc1,p,https://www.instagram.com/thedogist/p/Ba0Ij7JDEc1/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BazdMP7jnQM,p,https://www.instagram.com/thedogist/p/BazdMP7jnQM/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BazDSOljYgE,p,https://www.instagram.com/thedogist/p/BazDSOljYgE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Baxf0v9DDdz,p,https://www.instagram.com/thedogist/p/Baxf0v9DDdz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaxBAlRj0VY,p,https://www.instagram.com/thedogist/p/BaxBAlRj0VY/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BawlJ68Diwn,p,https://www.instagram.com/thedogist/p/BawlJ68Diwn/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BavJVE9DIXq,p,https://www.instagram.com/thedogist/p/BavJVE9DIXq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BauMsFCDhrx,p,https://www.instagram.com/thedogist/p/BauMsFCDhrx/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BasSF6LD2OQ,p,https://www.instagram.com/thedogist/p/BasSF6LD2OQ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bar3frAD5IR,p,https://www.instagram.com/thedogist/p/Bar3frAD5IR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BarK4aeDlyp,p,https://www.instagram.com/thedogist/p/BarK4aeDlyp/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bap1v_DDSeh,p,https://www.instagram.com/thedogist/p/Bap1v_DDSeh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BapEUKojvsC,p,https://www.instagram.com/thedogist/p/BapEUKojvsC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Baovm9Fjv7o,p,https://www.instagram.com/thedogist/p/Baovm9Fjv7o/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BanI-cZj-is,p,https://www.instagram.com/thedogist/p/BanI-cZj-is/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bam4RFujMmE,p,https://www.instagram.com/thedogist/p/Bam4RFujMmE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BammQngjFiZ,p,https://www.instagram.com/thedogist/p/BammQngjFiZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BamP89QjTkE,p,https://www.instagram.com/thedogist/p/BamP89QjTkE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BakkVYFj6cU,p,https://www.instagram.com/thedogist/p/BakkVYFj6cU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BakHU6NjxOf,p,https://www.instagram.com/thedogist/p/BakHU6NjxOf/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BajlejMDHUC,p,https://www.instagram.com/thedogist/p/BajlejMDHUC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bah2m6Uj_Fi,p,https://www.instagram.com/thedogist/p/Bah2m6Uj_Fi/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BahGdXnj8bg,p,https://www.instagram.com/thedogist/p/BahGdXnj8bg/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BahBYpVj6_Q,p,https://www.instagram.com/thedogist/p/BahBYpVj6_Q/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BafVkK3Dbx6,p,https://www.instagram.com/thedogist/p/BafVkK3Dbx6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BafIXthDkww,p,https://www.instagram.com/thedogist/p/BafIXthDkww/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaeQI5eHxV5,p,https://www.instagram.com/thedogist/p/BaeQI5eHxV5/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
Bac6-rinwuZ,p,https://www.instagram.com/thedogist/p/Bac6-rinwuZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BacPAeYnsb6,p,https://www.instagram.com/thedogist/p/BacPAeYnsb6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BabrQ08nxmn,p,https://www.instagram.com/thedogist/p/BabrQ08nxmn/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaaU9SkHep4,p,https://www.instagram.com/thedogist/p/BaaU9SkHep4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaZU5GwnJTm,p,https://www.instagram.com/thedogist/p/BaZU5GwnJTm/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaXpubfnE0m,p,https://www.instagram.com/thedogist/p/BaXpubfnE0m/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaXQDB6nGB4,p,https://www.instagram.com/thedogist/p/BaXQDB6nGB4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaWjG3XHYao,p,https://www.instagram.com/thedogist/p/BaWjG3XHYao/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaVAD76HaW7,p,https://www.instagram.com/thedogist/p/BaVAD76HaW7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaUzO53nOeh,p,https://www.instagram.com/thedogist/p/BaUzO53nOeh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaUJlohnx0Z,p,https://www.instagram.com/thedogist/p/BaUJlohnx0Z/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaSfdp1nJM2,p,https://www.instagram.com/thedogist/p/BaSfdp1nJM2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaR4S1RHJDY,p,https://www.instagram.com/thedogist/p/BaR4S1RHJDY/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaRo0Sin_xt,p,https://www.instagram.com/thedogist/p/BaRo0Sin_xt/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaPz2s4HzM6,p,https://www.instagram.com/thedogist/p/BaPz2s4HzM6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaO4xLAHMfK,p,https://www.instagram.com/thedogist/p/BaO4xLAHMfK/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaNKiyenuTH,p,https://www.instagram.com/thedogist/p/BaNKiyenuTH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaMcLpAHo4E,p,https://www.instagram.com/thedogist/p/BaMcLpAHo4E/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaKvD6cH3Yj,p,https://www.instagram.com/thedogist/p/BaKvD6cH3Yj/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaKMhpAnFf-,p,https://www.instagram.com/thedogist/p/BaKMhpAnFf-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaJ5UdDHqTs,p,https://www.instagram.com/thedogist/p/BaJ5UdDHqTs/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaJuTvTHJO4,p,https://www.instagram.com/thedogist/p/BaJuTvTHJO4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaIH4G1nwnE,p,https://www.instagram.com/thedogist/p/BaIH4G1nwnE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaHaoHeHLE2,p,https://www.instagram.com/thedogist/p/BaHaoHeHLE2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaFiN1PHsMV,p,https://www.instagram.com/thedogist/p/BaFiN1PHsMV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaFGg9LHNKh,p,https://www.instagram.com/thedogist/p/BaFGg9LHNKh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaC9Sa9ncLU,p,https://www.instagram.com/thedogist/p/BaC9Sa9ncLU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaCrZvfH149,p,https://www.instagram.com/thedogist/p/BaCrZvfH149/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaCP94Dn90j,p,https://www.instagram.com/thedogist/p/BaCP94Dn90j/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaAsDuSnT-t,p,https://www.instagram.com/thedogist/p/BaAsDuSnT-t/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BaAGR5QnYip,p,https://www.instagram.com/thedogist/p/BaAGR5QnYip/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ_lVEMnTE9,p,https://www.instagram.com/thedogist/p/BZ_lVEMnTE9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ-CLLEHjP4,p,https://www.instagram.com/thedogist/p/BZ-CLLEHjP4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ9nU4zHImc,p,https://www.instagram.com/thedogist/p/BZ9nU4zHImc/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ9DnwjH-u2,p,https://www.instagram.com/thedogist/p/BZ9DnwjH-u2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ7f6mOnlJK,p,https://www.instagram.com/thedogist/p/BZ7f6mOnlJK/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ6lYjEHJbZ,p,https://www.instagram.com/thedogist/p/BZ6lYjEHJbZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ41rujnOon,p,https://www.instagram.com/thedogist/p/BZ41rujnOon/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ4b3OMno8Q,p,https://www.instagram.com/thedogist/p/BZ4b3OMno8Q/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ31C-PHyoR,p,https://www.instagram.com/thedogist/p/BZ31C-PHyoR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ2GKwTnkfL,p,https://www.instagram.com/thedogist/p/BZ2GKwTnkfL/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ1r5l1nYye,p,https://www.instagram.com/thedogist/p/BZ1r5l1nYye/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZ1Oe9WHBwd,p,https://www.instagram.com/thedogist/p/BZ1Oe9WHBwd/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZyxlEiHMpc,p,https://www.instagram.com/thedogist/p/BZyxlEiHMpc/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZxMejTn5p5,p,https://www.instagram.com/thedogist/p/BZxMejTn5p5/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZwuGqrHA2D,p,https://www.instagram.com/thedogist/p/BZwuGqrHA2D/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZwQkJinyBG,p,https://www.instagram.com/thedogist/p/BZwQkJinyBG/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZuYyU-Hd01,p,https://www.instagram.com/thedogist/p/BZuYyU-Hd01/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZt_v1Dnnp-,p,https://www.instagram.com/thedogist/p/BZt_v1Dnnp-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZtetmwHZol,p,https://www.instagram.com/thedogist/p/BZtetmwHZol/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZsD1-wnpbY,p,https://www.instagram.com/thedogist/p/BZsD1-wnpbY/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZrfntXH1GC,p,https://www.instagram.com/thedogist/p/BZrfntXH1GC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZq2fZFnDhh,p,https://www.instagram.com/thedogist/p/BZq2fZFnDhh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZo8kbnHxwf,p,https://www.instagram.com/thedogist/p/BZo8kbnHxwf/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
BZoRRM8HUB2,p,https://www.instagram.com/thedogist/p/BZoRRM8HUB2/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
