shortcode,kind,url,status,attempts,post_like_count,repost_count,captured_comments,displayed_comment_count,target_comment_count,target_comment_source,capture_rate_estimate,unique_commenters,total_comment_likes,mean_comment_likes,median_comment_likes,mean_text_length,median_text_length,posted_at,stop_reason,exhaustion_reason,effective_concurrency,worker_id,active_hydrated_at,active_hydrate_ms,hydrate_visibility_state,hydrate_comments_found,hydrate_target_comment_count,active_scrape_started_at,active_scrape_finished_at,active_scroll_rounds,active_visibility_states,background_scroll_visibility_states,caption_preview
CKkMAUPH99P,p,https://www.instagram.com/thedogist/p/CKkMAUPH99P/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKhxOXnHGiX,p,https://www.instagram.com/thedogist/p/CKhxOXnHGiX/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKhSPWont_j,p,https://www.instagram.com/thedogist/p/CKhSPWont_j/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKetTkvnSvq,p,https://www.instagram.com/thedogist/p/CKetTkvnSvq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKckHnnHcIx,p,https://www.instagram.com/thedogist/p/CKckHnnHcIx/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKZml9qnzDJ,p,https://www.instagram.com/thedogist/p/CKZml9qnzDJ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKXigLlHs_z,p,https://www.instagram.com/thedogist/p/CKXigLlHs_z/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKVYujRnAT9,p,https://www.instagram.com/thedogist/p/CKVYujRnAT9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKSg90-nd_a,p,https://www.instagram.com/thedogist/p/CKSg90-nd_a/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKR6didHL_g,p,https://www.instagram.com/thedogist/p/CKR6didHL_g/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKPQcvwrmOd,p,https://www.instagram.com/thedogist/p/CKPQcvwrmOd/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKMzrR8ntlq,p,https://www.instagram.com/thedogist/p/CKMzrR8ntlq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKKc6NMnz5J,p,https://www.instagram.com/thedogist/p/CKKc6NMnz5J/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKJ5y6kHhkk,p,https://www.instagram.com/thedogist/p/CKJ5y6kHhkk/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKIL3h9H7-b,p,https://www.instagram.com/thedogist/p/CKIL3h9H7-b/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKEu3QVn8He,p,https://www.instagram.com/thedogist/p/CKEu3QVn8He/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKDKXj0HvXE,p,https://www.instagram.com/thedogist/p/CKDKXj0HvXE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CKAGYyZnLtK,p,https://www.instagram.com/thedogist/p/CKAGYyZnLtK/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJ95INHn2DU,p,https://www.instagram.com/thedogist/p/CJ95INHn2DU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJ9GLmnnN1i,p,https://www.instagram.com/thedogist/p/CJ9GLmnnN1i/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJ7rIE1nLm4,p,https://www.instagram.com/thedogist/p/CJ7rIE1nLm4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJ4gjxlHQNw,p,https://www.instagram.com/thedogist/p/CJ4gjxlHQNw/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJ2Hh8HHiNm,p,https://www.instagram.com/thedogist/p/CJ2Hh8HHiNm/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJz2nzpnl9o,p,https://www.instagram.com/thedogist/p/CJz2nzpnl9o/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJxVF1LHJXW,p,https://www.instagram.com/thedogist/p/CJxVF1LHJXW/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJwFWninghS,p,https://www.instagram.com/thedogist/p/CJwFWninghS/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJuHU6cnkiE,p,https://www.instagram.com/thedogist/p/CJuHU6cnkiE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJroZ-IHDrc,p,https://www.instagram.com/thedogist/p/CJroZ-IHDrc/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJpD1LAnWvE,p,https://www.instagram.com/thedogist/p/CJpD1LAnWvE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJm1FvIHJhC,p,https://www.instagram.com/thedogist/p/CJm1FvIHJhC/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJkHolGHUiU,p,https://www.instagram.com/thedogist/p/CJkHolGHUiU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJhT-QkHwFP,p,https://www.instagram.com/thedogist/p/CJhT-QkHwFP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJfJIpen_ip,p,https://www.instagram.com/thedogist/p/CJfJIpen_ip/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJd5-p8nJJt,p,https://www.instagram.com/thedogist/p/CJd5-p8nJJt/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJblILWnjEe,p,https://www.instagram.com/thedogist/p/CJblILWnjEe/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJZjpcjH29f,p,https://www.instagram.com/thedogist/p/CJZjpcjH29f/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJXU02gnPS7,p,https://www.instagram.com/thedogist/p/CJXU02gnPS7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJWax5OH5Yo,p,https://www.instagram.com/thedogist/p/CJWax5OH5Yo/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJTwOTxHqzs,p,https://www.instagram.com/thedogist/p/CJTwOTxHqzs/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJSFJW8nI1F,p,https://www.instagram.com/thedogist/p/CJSFJW8nI1F/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJO4dXcnv4Q,p,https://www.instagram.com/thedogist/p/CJO4dXcnv4Q/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJObn95H5Ga,p,https://www.instagram.com/thedogist/p/CJObn95H5Ga/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJMlK_nHSV6,p,https://www.instagram.com/thedogist/p/CJMlK_nHSV6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJJ3oX1H1Po,p,https://www.instagram.com/thedogist/p/CJJ3oX1H1Po/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJJQfoGH2Vx,p,https://www.instagram.com/thedogist/p/CJJQfoGH2Vx/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJHbqiAHHzP,p,https://www.instagram.com/thedogist/p/CJHbqiAHHzP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJGxtGaH7Ju,p,https://www.instagram.com/thedogist/p/CJGxtGaH7Ju/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJEe7OVnR5w,p,https://www.instagram.com/thedogist/p/CJEe7OVnR5w/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJCi-y4H2pW,p,https://www.instagram.com/thedogist/p/CJCi-y4H2pW/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJBgOJjnOK5,p,https://www.instagram.com/thedogist/p/CJBgOJjnOK5/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CJABsjKn7mD,p,https://www.instagram.com/thedogist/p/CJABsjKn7mD/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CI_fgqIHqAf,p,https://www.instagram.com/thedogist/p/CI_fgqIHqAf/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CI-87MEH-he,p,https://www.instagram.com/thedogist/p/CI-87MEH-he/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CI9EQsznk3w,p,https://www.instagram.com/thedogist/p/CI9EQsznk3w/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CI8ehmZH2St,p,https://www.instagram.com/thedogist/p/CI8ehmZH2St/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CI6UKJDHmPv,p,https://www.instagram.com/thedogist/p/CI6UKJDHmPv/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CI4GTRSnYFL,p,https://www.instagram.com/thedogist/p/CI4GTRSnYFL/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CI3M0Upn8r7,p,https://www.instagram.com/thedogist/p/CI3M0Upn8r7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CI1fM8hnsBT,p,https://www.instagram.com/thedogist/p/CI1fM8hnsBT/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIzO3-zH3xT,p,https://www.instagram.com/thedogist/p/CIzO3-zH3xT/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIwtz3FHjI0,p,https://www.instagram.com/thedogist/p/CIwtz3FHjI0/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIt5_t3nCBp,p,https://www.instagram.com/thedogist/p/CIt5_t3nCBp/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIrpjhOHWGr,p,https://www.instagram.com/thedogist/p/CIrpjhOHWGr/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIomxcunQ23,p,https://www.instagram.com/thedogist/p/CIomxcunQ23/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CImVgF-HExo,p,https://www.instagram.com/thedogist/p/CImVgF-HExo/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIjpKtdHhb3,p,https://www.instagram.com/thedogist/p/CIjpKtdHhb3/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIhCk8OHY_d,p,https://www.instagram.com/thedogist/p/CIhCk8OHY_d/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIgKYRynctV,p,https://www.instagram.com/thedogist/p/CIgKYRynctV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIekkXxnGvh,p,https://www.instagram.com/thedogist/p/CIekkXxnGvh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIb5lbJH_U4,p,https://www.instagram.com/thedogist/p/CIb5lbJH_U4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIZRgJlHEbv,p,https://www.instagram.com/thedogist/p/CIZRgJlHEbv/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIYY-jJHaOZ,p,https://www.instagram.com/thedogist/p/CIYY-jJHaOZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIWlmmlnrtq,p,https://www.instagram.com/thedogist/p/CIWlmmlnrtq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIV-ihhHY6Z,p,https://www.instagram.com/thedogist/p/CIV-ihhHY6Z/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIUEFXNHfz5,p,https://www.instagram.com/thedogist/p/CIUEFXNHfz5/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CITTg7Xnu7v,p,https://www.instagram.com/thedogist/p/CITTg7Xnu7v/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIRWBE-nkaz,p,https://www.instagram.com/thedogist/p/CIRWBE-nkaz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIQkt2PnDU7,p,https://www.instagram.com/thedogist/p/CIQkt2PnDU7/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIOugEXHUYf,p,https://www.instagram.com/thedogist/p/CIOugEXHUYf/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIMQ9U5HRXF,p,https://www.instagram.com/thedogist/p/CIMQ9U5HRXF/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIJqzRqnSg3,p,https://www.instagram.com/thedogist/p/CIJqzRqnSg3/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIJLo-TnMKq,p,https://www.instagram.com/thedogist/p/CIJLo-TnMKq/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIHdkmjHLjF,p,https://www.instagram.com/thedogist/p/CIHdkmjHLjF/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIGftr_nT50,p,https://www.instagram.com/thedogist/p/CIGftr_nT50/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIElPCnno36,p,https://www.instagram.com/thedogist/p/CIElPCnno36/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CIBjN0mn8Su,p,https://www.instagram.com/thedogist/p/CIBjN0mn8Su/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH_cK1oHKr_,p,https://www.instagram.com/thedogist/p/CH_cK1oHKr_/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH8qHtnHPXg,p,https://www.instagram.com/thedogist/p/CH8qHtnHPXg/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH8d6e5Hvs6,p,https://www.instagram.com/thedogist/p/CH8d6e5Hvs6/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH8NskQn89N,p,https://www.instagram.com/thedogist/p/CH8NskQn89N/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH6RUYhnbqY,p,https://www.instagram.com/thedogist/p/CH6RUYhnbqY/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH4AtufHtAh,p,https://www.instagram.com/thedogist/p/CH4AtufHtAh/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH21R0bH8wU,p,https://www.instagram.com/thedogist/p/CH21R0bH8wU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH1JRxUnJGV,p,https://www.instagram.com/thedogist/p/CH1JRxUnJGV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CH0fY7YntLR,p,https://www.instagram.com/thedogist/p/CH0fY7YntLR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHy-Tkfn7iA,p,https://www.instagram.com/thedogist/p/CHy-Tkfn7iA/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHx8NK7HC5i,reel,https://www.instagram.com/thedogist/reel/CHx8NK7HC5i/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHv4FwAHdQU,p,https://www.instagram.com/thedogist/p/CHv4FwAHdQU/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHveQlMHIYP,p,https://www.instagram.com/thedogist/p/CHveQlMHIYP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHtaqPhHfdc,p,https://www.instagram.com/thedogist/p/CHtaqPhHfdc/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHq6TYRHl6Y,p,https://www.instagram.com/thedogist/p/CHq6TYRHl6Y/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHo2mUlnBa0,p,https://www.instagram.com/thedogist/p/CHo2mUlnBa0/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHn89Gmn3r8,p,https://www.instagram.com/thedogist/p/CHn89Gmn3r8/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHjNy9GHISZ,p,https://www.instagram.com/thedogist/p/CHjNy9GHISZ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHgib9FHBSB,p,https://www.instagram.com/thedogist/p/CHgib9FHBSB/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHdn8KFn4uN,p,https://www.instagram.com/thedogist/p/CHdn8KFn4uN/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHbznnHHOSd,p,https://www.instagram.com/thedogist/p/CHbznnHHOSd/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHa4MKkH-5A,p,https://www.instagram.com/thedogist/p/CHa4MKkH-5A/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHY_h6GH1ir,p,https://www.instagram.com/thedogist/p/CHY_h6GH1ir/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHWe_OYHMzk,p,https://www.instagram.com/thedogist/p/CHWe_OYHMzk/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHTwIQBHet_,p,https://www.instagram.com/thedogist/p/CHTwIQBHet_/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHRFNwtHOu4,p,https://www.instagram.com/thedogist/p/CHRFNwtHOu4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHQtnztHq4o,p,https://www.instagram.com/thedogist/p/CHQtnztHq4o/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHPIABNnVEM,p,https://www.instagram.com/thedogist/p/CHPIABNnVEM/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHMeYm0HErD,p,https://www.instagram.com/thedogist/p/CHMeYm0HErD/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHI_zoHHSaR,p,https://www.instagram.com/thedogist/p/CHI_zoHHSaR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHGSA-PHOIx,p,https://www.instagram.com/thedogist/p/CHGSA-PHOIx/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHDxEdWHCD0,p,https://www.instagram.com/thedogist/p/CHDxEdWHCD0/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHBePdTHFC4,p,https://www.instagram.com/thedogist/p/CHBePdTHFC4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CHBMsm3nLC9,p,https://www.instagram.com/thedogist/p/CHBMsm3nLC9/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CG-u1smncIJ,p,https://www.instagram.com/thedogist/p/CG-u1smncIJ/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CG8vyjqnQmp,p,https://www.instagram.com/thedogist/p/CG8vyjqnQmp/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CG5aYfunQ8z,p,https://www.instagram.com/thedogist/p/CG5aYfunQ8z/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CG3RbeHnxi-,p,https://www.instagram.com/thedogist/p/CG3RbeHnxi-/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CG1J8ukn_3U,p,https://www.instagram.com/thedogist/p/CG1J8ukn_3U/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGyRAd1HOzz,p,https://www.instagram.com/thedogist/p/CGyRAd1HOzz/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGv5ehZHG8U,p,https://www.instagram.com/thedogist/p/CGv5ehZHG8U/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGtLJEZHaE4,p,https://www.instagram.com/thedogist/p/CGtLJEZHaE4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGqWeuTne_I,p,https://www.instagram.com/thedogist/p/CGqWeuTne_I/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGn3uP9Haas,p,https://www.instagram.com/thedogist/p/CGn3uP9Haas/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGlcDlLnImR,p,https://www.instagram.com/thedogist/p/CGlcDlLnImR/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGi3lzDnBqE,p,https://www.instagram.com/thedogist/p/CGi3lzDnBqE/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGiWJo4n6qV,p,https://www.instagram.com/thedogist/p/CGiWJo4n6qV/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGgRQmLHxqS,p,https://www.instagram.com/thedogist/p/CGgRQmLHxqS/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGdrG_YHPRd,p,https://www.instagram.com/thedogist/p/CGdrG_YHPRd/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGbHVDEnt1o,p,https://www.instagram.com/thedogist/p/CGbHVDEnt1o/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGaQuZNnWwe,p,https://www.instagram.com/thedogist/p/CGaQuZNnWwe/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGYj1kKn_mL,p,https://www.instagram.com/thedogist/p/CGYj1kKn_mL/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGV6QS0nFgS,p,https://www.instagram.com/thedogist/p/CGV6QS0nFgS/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGVHHJfnaqP,p,https://www.instagram.com/thedogist/p/CGVHHJfnaqP/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGTPmPVnLhL,p,https://www.instagram.com/thedogist/p/CGTPmPVnLhL/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGRMXHDHESl,p,https://www.instagram.com/thedogist/p/CGRMXHDHESl/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGOSILFnLJK,p,https://www.instagram.com/thedogist/p/CGOSILFnLJK/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGLkrGiHwak,p,https://www.instagram.com/thedogist/p/CGLkrGiHwak/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGI1PErHUZn,p,https://www.instagram.com/thedogist/p/CGI1PErHUZn/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGGItpendhX,p,https://www.instagram.com/thedogist/p/CGGItpendhX/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGDTvxmHvz4,p,https://www.instagram.com/thedogist/p/CGDTvxmHvz4/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CGBQS9KH00F,p,https://www.instagram.com/thedogist/p/CGBQS9KH00F/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CF_TwJlnw0Y,p,https://www.instagram.com/thedogist/p/CF_TwJlnw0Y/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CF7_CdNHFCb,p,https://www.instagram.com/thedogist/p/CF7_CdNHFCb/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CF5Xt3tnMsH,p,https://www.instagram.com/thedogist/p/CF5Xt3tnMsH/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CF3ElpFn9oj,p,https://www.instagram.com/thedogist/p/CF3ElpFn9oj/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CF0EfxCH-Cj,p,https://www.instagram.com/thedogist/p/CF0EfxCH-Cj/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFx3ZEroU2c,p,https://www.instagram.com/thedogist/p/CFx3ZEroU2c/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
CFvOWFxHWZy,p,https://www.instagram.com/thedogist/p/CFvOWFxHWZy/,queued,0,0,,0,0,0,,,0,0,0,0,0,0,,,,,,,,,0,,,,,,,
