position,shortcode,kind,url,canonical_url,discovered_at,discovery_round,visible_index
2867,BxvQ1Zpn_y4,p,https://www.instagram.com/thedogist/p/BxvQ1Zpn_y4/,https://www.instagram.com/p/BxvQ1Zpn_y4/,2026-06-19T22:24:06.566Z,254,83
2868,Bxu8q-2HXD-,p,https://www.instagram.com/thedogist/p/Bxu8q-2HXD-/,https://www.instagram.com/p/Bxu8q-2HXD-/,2026-06-19T22:24:06.566Z,254,84
2869,BxseuXpHTEq,p,https://www.instagram.com/thedogist/p/BxseuXpHTEq/,https://www.instagram.com/p/BxseuXpHTEq/,2026-06-19T22:24:08.240Z,255,60
2870,BxsH4T-nrEd,p,https://www.instagram.com/thedogist/p/BxsH4T-nrEd/,https://www.instagram.com/p/BxsH4T-nrEd/,2026-06-19T22:24:08.241Z,255,61
2871,BxpjN9zHX2w,p,https://www.instagram.com/thedogist/p/BxpjN9zHX2w/,https://www.instagram.com/p/BxpjN9zHX2w/,2026-06-19T22:24:08.242Z,255,62
2872,BxnpImun4rU,p,https://www.instagram.com/thedogist/p/BxnpImun4rU/,https://www.instagram.com/p/BxnpImun4rU/,2026-06-19T22:24:08.242Z,255,63
2873,BxluIrhHDAD,p,https://www.instagram.com/thedogist/p/BxluIrhHDAD/,https://www.instagram.com/p/BxluIrhHDAD/,2026-06-19T22:24:08.242Z,255,64
2874,Bxks1VJnocn,p,https://www.instagram.com/thedogist/p/Bxks1VJnocn/,https://www.instagram.com/p/Bxks1VJnocn/,2026-06-19T22:24:08.243Z,255,65
2875,Bxi-mqbnyH-,p,https://www.instagram.com/thedogist/p/Bxi-mqbnyH-/,https://www.instagram.com/p/Bxi-mqbnyH-/,2026-06-19T22:24:08.243Z,255,66
2876,BxibUyyHHJa,p,https://www.instagram.com/thedogist/p/BxibUyyHHJa/,https://www.instagram.com/p/BxibUyyHHJa/,2026-06-19T22:24:08.244Z,255,67
2877,BxiDf2bnMeX,p,https://www.instagram.com/thedogist/p/BxiDf2bnMeX/,https://www.instagram.com/p/BxiDf2bnMeX/,2026-06-19T22:24:08.244Z,255,68
2878,BxgX_9PHPs9,p,https://www.instagram.com/thedogist/p/BxgX_9PHPs9/,https://www.instagram.com/p/BxgX_9PHPs9/,2026-06-19T22:24:08.244Z,255,69
2879,BxfziQqHnPI,p,https://www.instagram.com/thedogist/p/BxfziQqHnPI/,https://www.instagram.com/p/BxfziQqHnPI/,2026-06-19T22:24:08.245Z,255,70
2880,BxfawyHHUQx,p,https://www.instagram.com/thedogist/p/BxfawyHHUQx/,https://www.instagram.com/p/BxfawyHHUQx/,2026-06-19T22:24:08.245Z,255,71
2881,BxdoH9KnzLk,p,https://www.instagram.com/thedogist/p/BxdoH9KnzLk/,https://www.instagram.com/p/BxdoH9KnzLk/,2026-06-19T22:24:10.239Z,256,62
2882,Bxc2rPSnOhV,p,https://www.instagram.com/thedogist/p/Bxc2rPSnOhV/,https://www.instagram.com/p/Bxc2rPSnOhV/,2026-06-19T22:24:10.240Z,256,63
2883,Bxa7XuenXOm,p,https://www.instagram.com/thedogist/p/Bxa7XuenXOm/,https://www.instagram.com/p/Bxa7XuenXOm/,2026-06-19T22:24:10.240Z,256,64
2884,BxaDEV4HjPU,p,https://www.instagram.com/thedogist/p/BxaDEV4HjPU/,https://www.instagram.com/p/BxaDEV4HjPU/,2026-06-19T22:24:10.240Z,256,65
2885,BxYpUqlnElW,p,https://www.instagram.com/thedogist/p/BxYpUqlnElW/,https://www.instagram.com/p/BxYpUqlnElW/,2026-06-19T22:24:10.240Z,256,66
2886,BxYEeqQnfWt,p,https://www.instagram.com/thedogist/p/BxYEeqQnfWt/,https://www.instagram.com/p/BxYEeqQnfWt/,2026-06-19T22:24:10.241Z,256,67
2887,BxVwxpuHHot,p,https://www.instagram.com/thedogist/p/BxVwxpuHHot/,https://www.instagram.com/p/BxVwxpuHHot/,2026-06-19T22:24:10.241Z,256,68
2888,BxVen4XH4WZ,p,https://www.instagram.com/thedogist/p/BxVen4XH4WZ/,https://www.instagram.com/p/BxVen4XH4WZ/,2026-06-19T22:24:10.241Z,256,69
2889,BxVRjOun9OO,p,https://www.instagram.com/thedogist/p/BxVRjOun9OO/,https://www.instagram.com/p/BxVRjOun9OO/,2026-06-19T22:24:10.241Z,256,70
2890,BxTQPz3Hc1z,p,https://www.instagram.com/thedogist/p/BxTQPz3Hc1z/,https://www.instagram.com/p/BxTQPz3Hc1z/,2026-06-19T22:24:10.242Z,256,71
2891,BxQoK9Inhqv,p,https://www.instagram.com/thedogist/p/BxQoK9Inhqv/,https://www.instagram.com/p/BxQoK9Inhqv/,2026-06-19T22:24:10.242Z,256,72
2892,BxPqhC_H-4A,p,https://www.instagram.com/thedogist/p/BxPqhC_H-4A/,https://www.instagram.com/p/BxPqhC_H-4A/,2026-06-19T22:24:10.242Z,256,73
2893,BxNzSkXnqYC,p,https://www.instagram.com/thedogist/p/BxNzSkXnqYC/,https://www.instagram.com/p/BxNzSkXnqYC/,2026-06-19T22:24:11.898Z,257,59
2894,BxNIvrcnTlk,p,https://www.instagram.com/thedogist/p/BxNIvrcnTlk/,https://www.instagram.com/p/BxNIvrcnTlk/,2026-06-19T22:24:11.898Z,257,60
2895,BxLYpSvHsrT,p,https://www.instagram.com/thedogist/p/BxLYpSvHsrT/,https://www.instagram.com/p/BxLYpSvHsrT/,2026-06-19T22:24:11.898Z,257,61
2896,BxLHol7HARl,p,https://www.instagram.com/thedogist/p/BxLHol7HARl/,https://www.instagram.com/p/BxLHol7HARl/,2026-06-19T22:24:11.899Z,257,62
2897,BxJUlc0nFzN,p,https://www.instagram.com/thedogist/p/BxJUlc0nFzN/,https://www.instagram.com/p/BxJUlc0nFzN/,2026-06-19T22:24:11.899Z,257,63
2898,BxIaUgPnld1,p,https://www.instagram.com/thedogist/p/BxIaUgPnld1/,https://www.instagram.com/p/BxIaUgPnld1/,2026-06-19T22:24:11.899Z,257,64
2899,BxGdHl8HCSs,p,https://www.instagram.com/thedogist/p/BxGdHl8HCSs/,https://www.instagram.com/p/BxGdHl8HCSs/,2026-06-19T22:24:11.899Z,257,65
2900,BxDms04HBRA,p,https://www.instagram.com/thedogist/p/BxDms04HBRA/,https://www.instagram.com/p/BxDms04HBRA/,2026-06-19T22:24:11.900Z,257,66
2901,BxDHDkTH9_2,p,https://www.instagram.com/thedogist/p/BxDHDkTH9_2/,https://www.instagram.com/p/BxDHDkTH9_2/,2026-06-19T22:24:11.900Z,257,67
2902,BxBAtvjnjv9,p,https://www.instagram.com/thedogist/p/BxBAtvjnjv9/,https://www.instagram.com/p/BxBAtvjnjv9/,2026-06-19T22:24:11.900Z,257,68
2903,Bw-ZK9HnPVs,p,https://www.instagram.com/thedogist/p/Bw-ZK9HnPVs/,https://www.instagram.com/p/Bw-ZK9HnPVs/,2026-06-19T22:24:11.900Z,257,69
2904,Bw8erOWH3FR,p,https://www.instagram.com/thedogist/p/Bw8erOWH3FR/,https://www.instagram.com/p/Bw8erOWH3FR/,2026-06-19T22:24:11.900Z,257,70
2905,Bw73knYn6zv,p,https://www.instagram.com/thedogist/p/Bw73knYn6zv/,https://www.instagram.com/p/Bw73knYn6zv/,2026-06-19T22:24:13.557Z,258,61
2906,Bw5UGPEHTpc,p,https://www.instagram.com/thedogist/p/Bw5UGPEHTpc/,https://www.instagram.com/p/Bw5UGPEHTpc/,2026-06-19T22:24:13.558Z,258,62
2907,Bw4oHzengSS,p,https://www.instagram.com/thedogist/p/Bw4oHzengSS/,https://www.instagram.com/p/Bw4oHzengSS/,2026-06-19T22:24:13.558Z,258,63
2908,Bw2_fFjADzF,p,https://www.instagram.com/thedogist/p/Bw2_fFjADzF/,https://www.instagram.com/p/Bw2_fFjADzF/,2026-06-19T22:24:13.558Z,258,64
2909,Bw2SPFUg7FC,p,https://www.instagram.com/thedogist/p/Bw2SPFUg7FC/,https://www.instagram.com/p/Bw2SPFUg7FC/,2026-06-19T22:24:13.558Z,258,65
2910,Bw0Vj02Hz7G,p,https://www.instagram.com/thedogist/p/Bw0Vj02Hz7G/,https://www.instagram.com/p/Bw0Vj02Hz7G/,2026-06-19T22:24:13.559Z,258,66
2911,Bwx6__5HGL1,p,https://www.instagram.com/thedogist/p/Bwx6__5HGL1/,https://www.instagram.com/p/Bwx6__5HGL1/,2026-06-19T22:24:13.559Z,258,67
2912,BwxEZpSHTTe,p,https://www.instagram.com/thedogist/p/BwxEZpSHTTe/,https://www.instagram.com/p/BwxEZpSHTTe/,2026-06-19T22:24:13.559Z,258,68
2913,BwvWK9iH7sL,p,https://www.instagram.com/thedogist/p/BwvWK9iH7sL/,https://www.instagram.com/p/BwvWK9iH7sL/,2026-06-19T22:24:13.559Z,258,69
2914,BwukHrjnoc7,p,https://www.instagram.com/thedogist/p/BwukHrjnoc7/,https://www.instagram.com/p/BwukHrjnoc7/,2026-06-19T22:24:13.559Z,258,70
2915,BwuHMFLH2yk,p,https://www.instagram.com/thedogist/p/BwuHMFLH2yk/,https://www.instagram.com/p/BwuHMFLH2yk/,2026-06-19T22:24:13.560Z,258,71
2916,BwsziPjHGXB,p,https://www.instagram.com/thedogist/p/BwsziPjHGXB/,https://www.instagram.com/p/BwsziPjHGXB/,2026-06-19T22:24:13.560Z,258,72
2917,BwrzXP2HU8c,p,https://www.instagram.com/thedogist/p/BwrzXP2HU8c/,https://www.instagram.com/p/BwrzXP2HU8c/,2026-06-19T22:24:15.228Z,259,58
2918,BwqL2P9HRKv,p,https://www.instagram.com/thedogist/p/BwqL2P9HRKv/,https://www.instagram.com/p/BwqL2P9HRKv/,2026-06-19T22:24:15.228Z,259,59
2919,BwpgphQH1tD,p,https://www.instagram.com/thedogist/p/BwpgphQH1tD/,https://www.instagram.com/p/BwpgphQH1tD/,2026-06-19T22:24:15.229Z,259,60
2920,BwmqZSGngs0,p,https://www.instagram.com/thedogist/p/BwmqZSGngs0/,https://www.instagram.com/p/BwmqZSGngs0/,2026-06-19T22:24:15.229Z,259,61
2921,Bwk_6TVHXzP,p,https://www.instagram.com/thedogist/p/Bwk_6TVHXzP/,https://www.instagram.com/p/Bwk_6TVHXzP/,2026-06-19T22:24:15.229Z,259,62
2922,BwkfCU6nEhy,p,https://www.instagram.com/thedogist/p/BwkfCU6nEhy/,https://www.instagram.com/p/BwkfCU6nEhy/,2026-06-19T22:24:15.229Z,259,63
2923,Bwib7Z6HJRw,p,https://www.instagram.com/thedogist/p/Bwib7Z6HJRw/,https://www.instagram.com/p/Bwib7Z6HJRw/,2026-06-19T22:24:15.229Z,259,64
2924,Bwh3RLrnPrO,p,https://www.instagram.com/thedogist/p/Bwh3RLrnPrO/,https://www.instagram.com/p/Bwh3RLrnPrO/,2026-06-19T22:24:15.230Z,259,65
2925,BwgEhxbn1Ck,p,https://www.instagram.com/thedogist/p/BwgEhxbn1Ck/,https://www.instagram.com/p/BwgEhxbn1Ck/,2026-06-19T22:24:15.230Z,259,66
2926,BwfNQJDnEsF,p,https://www.instagram.com/thedogist/p/BwfNQJDnEsF/,https://www.instagram.com/p/BwfNQJDnEsF/,2026-06-19T22:24:15.230Z,259,67
2927,Bwc3FZnHT9j,p,https://www.instagram.com/thedogist/p/Bwc3FZnHT9j/,https://www.instagram.com/p/Bwc3FZnHT9j/,2026-06-19T22:24:15.230Z,259,68
2928,BwcKY5unfd8,p,https://www.instagram.com/thedogist/p/BwcKY5unfd8/,https://www.instagram.com/p/BwcKY5unfd8/,2026-06-19T22:24:15.230Z,259,69
2929,BwatsX_H34T,p,https://www.instagram.com/thedogist/p/BwatsX_H34T/,https://www.instagram.com/p/BwatsX_H34T/,2026-06-19T22:24:16.892Z,260,60
2930,BwZ7R1onlJM,p,https://www.instagram.com/thedogist/p/BwZ7R1onlJM/,https://www.instagram.com/p/BwZ7R1onlJM/,2026-06-19T22:24:16.892Z,260,61
2931,BwXtOsVnEg5,p,https://www.instagram.com/thedogist/p/BwXtOsVnEg5/,https://www.instagram.com/p/BwXtOsVnEg5/,2026-06-19T22:24:16.892Z,260,62
2932,BwVN-hanIX_,p,https://www.instagram.com/thedogist/p/BwVN-hanIX_/,https://www.instagram.com/p/BwVN-hanIX_/,2026-06-19T22:24:16.893Z,260,63
2933,BwS4pSNHll6,p,https://www.instagram.com/thedogist/p/BwS4pSNHll6/,https://www.instagram.com/p/BwS4pSNHll6/,2026-06-19T22:24:16.893Z,260,64
2934,BwSdVWTngdk,p,https://www.instagram.com/thedogist/p/BwSdVWTngdk/,https://www.instagram.com/p/BwSdVWTngdk/,2026-06-19T22:24:16.893Z,260,65
2935,BwP18cKHFhx,p,https://www.instagram.com/thedogist/p/BwP18cKHFhx/,https://www.instagram.com/p/BwP18cKHFhx/,2026-06-19T22:24:16.893Z,260,66
2936,BwM15l2newz,p,https://www.instagram.com/thedogist/p/BwM15l2newz/,https://www.instagram.com/p/BwM15l2newz/,2026-06-19T22:24:16.894Z,260,67
2937,BwLSnQCndHz,p,https://www.instagram.com/thedogist/p/BwLSnQCndHz/,https://www.instagram.com/p/BwLSnQCndHz/,2026-06-19T22:24:16.894Z,260,68
2938,BwK2PD1HsJc,p,https://www.instagram.com/thedogist/p/BwK2PD1HsJc/,https://www.instagram.com/p/BwK2PD1HsJc/,2026-06-19T22:24:16.894Z,260,69
2939,BwIxdqsnFqL,p,https://www.instagram.com/thedogist/p/BwIxdqsnFqL/,https://www.instagram.com/p/BwIxdqsnFqL/,2026-06-19T22:24:16.894Z,260,70
2940,BwF61rWggQo,p,https://www.instagram.com/thedogist/p/BwF61rWggQo/,https://www.instagram.com/p/BwF61rWggQo/,2026-06-19T22:24:16.895Z,260,71
2941,BwDiQ39HNeY,p,https://www.instagram.com/thedogist/p/BwDiQ39HNeY/,https://www.instagram.com/p/BwDiQ39HNeY/,2026-06-19T22:24:18.560Z,261,62
2942,BwAtj1qHgdt,p,https://www.instagram.com/thedogist/p/BwAtj1qHgdt/,https://www.instagram.com/p/BwAtj1qHgdt/,2026-06-19T22:24:18.560Z,261,63
2943,Bv_4ZgXnxRM,p,https://www.instagram.com/thedogist/p/Bv_4ZgXnxRM/,https://www.instagram.com/p/Bv_4ZgXnxRM/,2026-06-19T22:24:18.561Z,261,64
2944,Bv-Ydhfn_tg,p,https://www.instagram.com/thedogist/p/Bv-Ydhfn_tg/,https://www.instagram.com/p/Bv-Ydhfn_tg/,2026-06-19T22:24:18.561Z,261,65
2945,Bv9wuh-nlBT,p,https://www.instagram.com/thedogist/p/Bv9wuh-nlBT/,https://www.instagram.com/p/Bv9wuh-nlBT/,2026-06-19T22:24:18.561Z,261,66
2946,Bv8LSOVnw5I,p,https://www.instagram.com/thedogist/p/Bv8LSOVnw5I/,https://www.instagram.com/p/Bv8LSOVnw5I/,2026-06-19T22:24:18.561Z,261,67
2947,Bv6rVGInH0B,p,https://www.instagram.com/thedogist/p/Bv6rVGInH0B/,https://www.instagram.com/p/Bv6rVGInH0B/,2026-06-19T22:24:18.562Z,261,68
2948,Bv4-Q_FnZwZ,p,https://www.instagram.com/thedogist/p/Bv4-Q_FnZwZ/,https://www.instagram.com/p/Bv4-Q_FnZwZ/,2026-06-19T22:24:18.562Z,261,69
2949,Bv4HcTnHeXK,p,https://www.instagram.com/thedogist/p/Bv4HcTnHeXK/,https://www.instagram.com/p/Bv4HcTnHeXK/,2026-06-19T22:24:18.562Z,261,70
2950,Bv2YXH7HAk7,p,https://www.instagram.com/thedogist/p/Bv2YXH7HAk7/,https://www.instagram.com/p/Bv2YXH7HAk7/,2026-06-19T22:24:18.562Z,261,71
2951,Bv1qA6AHsHJ,p,https://www.instagram.com/thedogist/p/Bv1qA6AHsHJ/,https://www.instagram.com/p/Bv1qA6AHsHJ/,2026-06-19T22:24:18.562Z,261,72
2952,Bvzu9xunZD2,p,https://www.instagram.com/thedogist/p/Bvzu9xunZD2/,https://www.instagram.com/p/Bvzu9xunZD2/,2026-06-19T22:24:18.562Z,261,73
2953,BvzL6RqHfZG,p,https://www.instagram.com/thedogist/p/BvzL6RqHfZG/,https://www.instagram.com/p/BvzL6RqHfZG/,2026-06-19T22:24:20.226Z,262,59
2954,BvxY1cWnD7A,p,https://www.instagram.com/thedogist/p/BvxY1cWnD7A/,https://www.instagram.com/p/BvxY1cWnD7A/,2026-06-19T22:24:20.227Z,262,60
2955,Bvw8G6dHh_W,p,https://www.instagram.com/thedogist/p/Bvw8G6dHh_W/,https://www.instagram.com/p/Bvw8G6dHh_W/,2026-06-19T22:24:20.227Z,262,61
2956,BvunTXaHmFs,p,https://www.instagram.com/thedogist/p/BvunTXaHmFs/,https://www.instagram.com/p/BvunTXaHmFs/,2026-06-19T22:24:20.227Z,262,62
2957,Bvrtr0SHKKl,p,https://www.instagram.com/thedogist/p/Bvrtr0SHKKl/,https://www.instagram.com/p/Bvrtr0SHKKl/,2026-06-19T22:24:20.228Z,262,63
2958,Bvo_3TMngUd,p,https://www.instagram.com/thedogist/p/Bvo_3TMngUd/,https://www.instagram.com/p/Bvo_3TMngUd/,2026-06-19T22:24:20.228Z,262,64
2959,BvmSVT9HUkQ,p,https://www.instagram.com/thedogist/p/BvmSVT9HUkQ/,https://www.instagram.com/p/BvmSVT9HUkQ/,2026-06-19T22:24:20.228Z,262,65
2960,BvmIOIJHbsi,p,https://www.instagram.com/thedogist/p/BvmIOIJHbsi/,https://www.instagram.com/p/BvmIOIJHbsi/,2026-06-19T22:24:20.228Z,262,66
2961,BvknbFlHGPA,p,https://www.instagram.com/thedogist/p/BvknbFlHGPA/,https://www.instagram.com/p/BvknbFlHGPA/,2026-06-19T22:24:20.228Z,262,67
2962,BvkL5f2nb0z,p,https://www.instagram.com/thedogist/p/BvkL5f2nb0z/,https://www.instagram.com/p/BvkL5f2nb0z/,2026-06-19T22:24:20.229Z,262,68
2963,BviEIB3H1D1,p,https://www.instagram.com/thedogist/p/BviEIB3H1D1/,https://www.instagram.com/p/BviEIB3H1D1/,2026-06-19T22:24:20.229Z,262,69
2964,BvhjPW6n0rJ,p,https://www.instagram.com/thedogist/p/BvhjPW6n0rJ/,https://www.instagram.com/p/BvhjPW6n0rJ/,2026-06-19T22:24:20.229Z,262,70
2965,BvfYuNnniH9,p,https://www.instagram.com/thedogist/p/BvfYuNnniH9/,https://www.instagram.com/p/BvfYuNnniH9/,2026-06-19T22:24:23.579Z,264,61
2966,Bvecrijn_k0,p,https://www.instagram.com/thedogist/p/Bvecrijn_k0/,https://www.instagram.com/p/Bvecrijn_k0/,2026-06-19T22:24:23.581Z,264,62
2967,BvcichNH1QN,p,https://www.instagram.com/thedogist/p/BvcichNH1QN/,https://www.instagram.com/p/BvcichNH1QN/,2026-06-19T22:24:23.582Z,264,63
2968,Bvbv-ZfnVOa,p,https://www.instagram.com/thedogist/p/Bvbv-ZfnVOa/,https://www.instagram.com/p/Bvbv-ZfnVOa/,2026-06-19T22:24:23.583Z,264,64
2969,BvZhtKIHGth,p,https://www.instagram.com/thedogist/p/BvZhtKIHGth/,https://www.instagram.com/p/BvZhtKIHGth/,2026-06-19T22:24:23.583Z,264,65
2970,BvXuYbLnmch,p,https://www.instagram.com/thedogist/p/BvXuYbLnmch/,https://www.instagram.com/p/BvXuYbLnmch/,2026-06-19T22:24:23.584Z,264,66
2971,BvW5c88Hris,p,https://www.instagram.com/thedogist/p/BvW5c88Hris/,https://www.instagram.com/p/BvW5c88Hris/,2026-06-19T22:24:23.584Z,264,67
2972,BvVSKO5H2gr,p,https://www.instagram.com/thedogist/p/BvVSKO5H2gr/,https://www.instagram.com/p/BvVSKO5H2gr/,2026-06-19T22:24:23.585Z,264,68
2973,BvUTU1XHnl-,p,https://www.instagram.com/thedogist/p/BvUTU1XHnl-/,https://www.instagram.com/p/BvUTU1XHnl-/,2026-06-19T22:24:23.585Z,264,69
2974,BvSjZu-nPfg,p,https://www.instagram.com/thedogist/p/BvSjZu-nPfg/,https://www.instagram.com/p/BvSjZu-nPfg/,2026-06-19T22:24:23.586Z,264,70
2975,BvSDjPKnOx7,p,https://www.instagram.com/thedogist/p/BvSDjPKnOx7/,https://www.instagram.com/p/BvSDjPKnOx7/,2026-06-19T22:24:23.586Z,264,71
2976,BvPJu6PnEsg,p,https://www.instagram.com/thedogist/p/BvPJu6PnEsg/,https://www.instagram.com/p/BvPJu6PnEsg/,2026-06-19T22:24:23.586Z,264,72
2977,BvNW0BYnlko,p,https://www.instagram.com/thedogist/p/BvNW0BYnlko/,https://www.instagram.com/p/BvNW0BYnlko/,2026-06-19T22:24:25.263Z,265,58
2978,BvM1nbBHTFl,p,https://www.instagram.com/thedogist/p/BvM1nbBHTFl/,https://www.instagram.com/p/BvM1nbBHTFl/,2026-06-19T22:24:25.264Z,265,59
2979,BvLAMgIHGQJ,p,https://www.instagram.com/thedogist/p/BvLAMgIHGQJ/,https://www.instagram.com/p/BvLAMgIHGQJ/,2026-06-19T22:24:25.264Z,265,60
2980,BvKGdhpH8oT,p,https://www.instagram.com/thedogist/p/BvKGdhpH8oT/,https://www.instagram.com/p/BvKGdhpH8oT/,2026-06-19T22:24:25.264Z,265,61
2981,BvIL685HA5U,p,https://www.instagram.com/thedogist/p/BvIL685HA5U/,https://www.instagram.com/p/BvIL685HA5U/,2026-06-19T22:24:25.264Z,265,62
2982,BvH0ZM1nLoe,p,https://www.instagram.com/thedogist/p/BvH0ZM1nLoe/,https://www.instagram.com/p/BvH0ZM1nLoe/,2026-06-19T22:24:25.265Z,265,63
2983,BvE-mCKH74Z,p,https://www.instagram.com/thedogist/p/BvE-mCKH74Z/,https://www.instagram.com/p/BvE-mCKH74Z/,2026-06-19T22:24:25.265Z,265,64
2984,BvDRHJNH8kB,p,https://www.instagram.com/thedogist/p/BvDRHJNH8kB/,https://www.instagram.com/p/BvDRHJNH8kB/,2026-06-19T22:24:25.265Z,265,65
2985,BvC7CMsH8OJ,p,https://www.instagram.com/thedogist/p/BvC7CMsH8OJ/,https://www.instagram.com/p/BvC7CMsH8OJ/,2026-06-19T22:24:25.265Z,265,66
2986,BvCtKg3nTG9,p,https://www.instagram.com/thedogist/p/BvCtKg3nTG9/,https://www.instagram.com/p/BvCtKg3nTG9/,2026-06-19T22:24:25.265Z,265,67
2987,BvAo-rXn6gs,p,https://www.instagram.com/thedogist/p/BvAo-rXn6gs/,https://www.instagram.com/p/BvAo-rXn6gs/,2026-06-19T22:24:25.266Z,265,68
2988,Bu_cKlOnl8U,p,https://www.instagram.com/thedogist/p/Bu_cKlOnl8U/,https://www.instagram.com/p/Bu_cKlOnl8U/,2026-06-19T22:24:25.266Z,265,69
2989,Bu9AUv9nqYA,p,https://www.instagram.com/thedogist/p/Bu9AUv9nqYA/,https://www.instagram.com/p/Bu9AUv9nqYA/,2026-06-19T22:24:26.924Z,266,60
2990,Bu7RnsCAREH,p,https://www.instagram.com/thedogist/p/Bu7RnsCAREH/,https://www.instagram.com/p/Bu7RnsCAREH/,2026-06-19T22:24:26.924Z,266,61
2991,Bu6g9uIn95E,p,https://www.instagram.com/thedogist/p/Bu6g9uIn95E/,https://www.instagram.com/p/Bu6g9uIn95E/,2026-06-19T22:24:26.924Z,266,62
2992,Bu4wqxLHk5e,p,https://www.instagram.com/thedogist/p/Bu4wqxLHk5e/,https://www.instagram.com/p/Bu4wqxLHk5e/,2026-06-19T22:24:26.925Z,266,63
2993,Bu4AXBNHkX8,p,https://www.instagram.com/thedogist/p/Bu4AXBNHkX8/,https://www.instagram.com/p/Bu4AXBNHkX8/,2026-06-19T22:24:26.925Z,266,64
2994,Bu2AhsVnaTr,p,https://www.instagram.com/thedogist/p/Bu2AhsVnaTr/,https://www.instagram.com/p/Bu2AhsVnaTr/,2026-06-19T22:24:26.925Z,266,65
2995,BuzskLsHXKG,p,https://www.instagram.com/thedogist/p/BuzskLsHXKG/,https://www.instagram.com/p/BuzskLsHXKG/,2026-06-19T22:24:26.925Z,266,66
2996,Buy__vkH8KL,p,https://www.instagram.com/thedogist/p/Buy__vkH8KL/,https://www.instagram.com/p/Buy__vkH8KL/,2026-06-19T22:24:26.926Z,266,67
2997,BuxUltrH6R-,p,https://www.instagram.com/thedogist/p/BuxUltrH6R-/,https://www.instagram.com/p/BuxUltrH6R-/,2026-06-19T22:24:26.926Z,266,68
2998,BuwnJC2H-JU,p,https://www.instagram.com/thedogist/p/BuwnJC2H-JU/,https://www.instagram.com/p/BuwnJC2H-JU/,2026-06-19T22:24:26.926Z,266,69
2999,BuuCMHynZf5,p,https://www.instagram.com/thedogist/p/BuuCMHynZf5/,https://www.instagram.com/p/BuuCMHynZf5/,2026-06-19T22:24:26.926Z,266,70
3000,BurzXBSHrDJ,p,https://www.instagram.com/thedogist/p/BurzXBSHrDJ/,https://www.instagram.com/p/BurzXBSHrDJ/,2026-06-19T22:24:26.927Z,266,71
3001,BupCOZkHa6l,p,https://www.instagram.com/thedogist/p/BupCOZkHa6l/,https://www.instagram.com/p/BupCOZkHa6l/,2026-06-19T22:24:28.594Z,267,62
3002,BumSud9HsJq,p,https://www.instagram.com/thedogist/p/BumSud9HsJq/,https://www.instagram.com/p/BumSud9HsJq/,2026-06-19T22:24:28.595Z,267,63
3003,BukL6TrH7IO,p,https://www.instagram.com/thedogist/p/BukL6TrH7IO/,https://www.instagram.com/p/BukL6TrH7IO/,2026-06-19T22:24:28.595Z,267,64
3004,BujsbmpHdW8,p,https://www.instagram.com/thedogist/p/BujsbmpHdW8/,https://www.instagram.com/p/BujsbmpHdW8/,2026-06-19T22:24:28.596Z,267,65
3005,BujIec6nxNZ,p,https://www.instagram.com/thedogist/p/BujIec6nxNZ/,https://www.instagram.com/p/BujIec6nxNZ/,2026-06-19T22:24:28.596Z,267,66
3006,BuhUDDmn5iR,p,https://www.instagram.com/thedogist/p/BuhUDDmn5iR/,https://www.instagram.com/p/BuhUDDmn5iR/,2026-06-19T22:24:28.596Z,267,67
3007,BugzoKxHBwn,p,https://www.instagram.com/thedogist/p/BugzoKxHBwn/,https://www.instagram.com/p/BugzoKxHBwn/,2026-06-19T22:24:28.597Z,267,68
3008,Bue2GhVH6VU,p,https://www.instagram.com/thedogist/p/Bue2GhVH6VU/,https://www.instagram.com/p/Bue2GhVH6VU/,2026-06-19T22:24:28.597Z,267,69
3009,BuedE4eHdS0,reel,https://www.instagram.com/thedogist/reel/BuedE4eHdS0/,https://www.instagram.com/reel/BuedE4eHdS0/,2026-06-19T22:24:28.597Z,267,70
3010,BueHnWsnx_W,p,https://www.instagram.com/thedogist/p/BueHnWsnx_W/,https://www.instagram.com/p/BueHnWsnx_W/,2026-06-19T22:24:28.598Z,267,71
3011,BuccsczHKqk,p,https://www.instagram.com/thedogist/p/BuccsczHKqk/,https://www.instagram.com/p/BuccsczHKqk/,2026-06-19T22:24:28.598Z,267,72
3012,BuZ6mygHK6n,p,https://www.instagram.com/thedogist/p/BuZ6mygHK6n/,https://www.instagram.com/p/BuZ6mygHK6n/,2026-06-19T22:24:28.598Z,267,73
3013,BuXJB8bHHKn,p,https://www.instagram.com/thedogist/p/BuXJB8bHHKn/,https://www.instagram.com/p/BuXJB8bHHKn/,2026-06-19T22:24:30.567Z,268,59
3014,BuWrElfH-UY,p,https://www.instagram.com/thedogist/p/BuWrElfH-UY/,https://www.instagram.com/p/BuWrElfH-UY/,2026-06-19T22:24:30.567Z,268,60
3015,BuU6me-nHyw,p,https://www.instagram.com/thedogist/p/BuU6me-nHyw/,https://www.instagram.com/p/BuU6me-nHyw/,2026-06-19T22:24:30.568Z,268,61
3016,BuUcr1FnG9y,p,https://www.instagram.com/thedogist/p/BuUcr1FnG9y/,https://www.instagram.com/p/BuUcr1FnG9y/,2026-06-19T22:24:30.568Z,268,62
