position,shortcode,kind,url,canonical_url,discovered_at,discovery_round,visible_index
3017,BuSWu6QHg9z,p,https://www.instagram.com/thedogist/p/BuSWu6QHg9z/,https://www.instagram.com/p/BuSWu6QHg9z/,2026-06-19T22:24:30.568Z,268,63
3018,BuRg4aCHpZV,p,https://www.instagram.com/thedogist/p/BuRg4aCHpZV/,https://www.instagram.com/p/BuRg4aCHpZV/,2026-06-19T22:24:30.568Z,268,64
3019,BuPD-_7nbmh,p,https://www.instagram.com/thedogist/p/BuPD-_7nbmh/,https://www.instagram.com/p/BuPD-_7nbmh/,2026-06-19T22:24:30.568Z,268,65
3020,BuM0Q5NnUij,p,https://www.instagram.com/thedogist/p/BuM0Q5NnUij/,https://www.instagram.com/p/BuM0Q5NnUij/,2026-06-19T22:24:30.568Z,268,66
3021,BuJ-6YrnyOL,p,https://www.instagram.com/thedogist/p/BuJ-6YrnyOL/,https://www.instagram.com/p/BuJ-6YrnyOL/,2026-06-19T22:24:30.568Z,268,67
3022,BuITvnWHoyf,p,https://www.instagram.com/thedogist/p/BuITvnWHoyf/,https://www.instagram.com/p/BuITvnWHoyf/,2026-06-19T22:24:30.569Z,268,68
3023,BuHryphHavE,p,https://www.instagram.com/thedogist/p/BuHryphHavE/,https://www.instagram.com/p/BuHryphHavE/,2026-06-19T22:24:30.569Z,268,69
3024,BuFI8XonJ_Y,p,https://www.instagram.com/thedogist/p/BuFI8XonJ_Y/,https://www.instagram.com/p/BuFI8XonJ_Y/,2026-06-19T22:24:30.569Z,268,70
3025,BuE7GZEHQSz,p,https://www.instagram.com/thedogist/p/BuE7GZEHQSz/,https://www.instagram.com/p/BuE7GZEHQSz/,2026-06-19T22:24:32.384Z,269,61
3026,BuCM5jLHokV,p,https://www.instagram.com/thedogist/p/BuCM5jLHokV/,https://www.instagram.com/p/BuCM5jLHokV/,2026-06-19T22:24:32.385Z,269,62
3027,BuAOyQnnzso,p,https://www.instagram.com/thedogist/p/BuAOyQnnzso/,https://www.instagram.com/p/BuAOyQnnzso/,2026-06-19T22:24:32.385Z,269,63
3028,Bt_U3ijH4c-,p,https://www.instagram.com/thedogist/p/Bt_U3ijH4c-/,https://www.instagram.com/p/Bt_U3ijH4c-/,2026-06-19T22:24:32.385Z,269,64
3029,Bt9nLtGHd1w,p,https://www.instagram.com/thedogist/p/Bt9nLtGHd1w/,https://www.instagram.com/p/Bt9nLtGHd1w/,2026-06-19T22:24:32.385Z,269,65
3030,Bt9KODIHq4t,p,https://www.instagram.com/thedogist/p/Bt9KODIHq4t/,https://www.instagram.com/p/Bt9KODIHq4t/,2026-06-19T22:24:32.386Z,269,66
3031,Bt7CenknX7m,p,https://www.instagram.com/thedogist/p/Bt7CenknX7m/,https://www.instagram.com/p/Bt7CenknX7m/,2026-06-19T22:24:32.386Z,269,67
3032,Bt6X_zSn_nN,p,https://www.instagram.com/thedogist/p/Bt6X_zSn_nN/,https://www.instagram.com/p/Bt6X_zSn_nN/,2026-06-19T22:24:32.386Z,269,68
3033,Bt6FSJonR-d,p,https://www.instagram.com/thedogist/p/Bt6FSJonR-d/,https://www.instagram.com/p/Bt6FSJonR-d/,2026-06-19T22:24:32.386Z,269,69
3034,Bt4aqUiH57e,p,https://www.instagram.com/thedogist/p/Bt4aqUiH57e/,https://www.instagram.com/p/Bt4aqUiH57e/,2026-06-19T22:24:32.387Z,269,70
3035,Bt4NLNzHjvY,p,https://www.instagram.com/thedogist/p/Bt4NLNzHjvY/,https://www.instagram.com/p/Bt4NLNzHjvY/,2026-06-19T22:24:32.387Z,269,71
3036,Bt1M2j6H2sk,p,https://www.instagram.com/thedogist/p/Bt1M2j6H2sk/,https://www.instagram.com/p/Bt1M2j6H2sk/,2026-06-19T22:24:32.387Z,269,72
3037,Btz3RZpniwy,p,https://www.instagram.com/thedogist/p/Btz3RZpniwy/,https://www.instagram.com/p/Btz3RZpniwy/,2026-06-19T22:24:34.047Z,270,58
3038,BtzgtB2HO5F,p,https://www.instagram.com/thedogist/p/BtzgtB2HO5F/,https://www.instagram.com/p/BtzgtB2HO5F/,2026-06-19T22:24:34.047Z,270,59
3039,BtzM-1fHRuQ,p,https://www.instagram.com/thedogist/p/BtzM-1fHRuQ/,https://www.instagram.com/p/BtzM-1fHRuQ/,2026-06-19T22:24:34.047Z,270,60
3040,BtyyW7ynz49,p,https://www.instagram.com/thedogist/p/BtyyW7ynz49/,https://www.instagram.com/p/BtyyW7ynz49/,2026-06-19T22:24:34.048Z,270,61
3041,BtyhdSvHnI0,p,https://www.instagram.com/thedogist/p/BtyhdSvHnI0/,https://www.instagram.com/p/BtyhdSvHnI0/,2026-06-19T22:24:34.048Z,270,62
3042,BtxCX8-HSkS,p,https://www.instagram.com/thedogist/p/BtxCX8-HSkS/,https://www.instagram.com/p/BtxCX8-HSkS/,2026-06-19T22:24:34.048Z,270,63
3043,BtwhNARH0bM,p,https://www.instagram.com/thedogist/p/BtwhNARH0bM/,https://www.instagram.com/p/BtwhNARH0bM/,2026-06-19T22:24:34.048Z,270,64
3044,BtugLRAHnLH,p,https://www.instagram.com/thedogist/p/BtugLRAHnLH/,https://www.instagram.com/p/BtugLRAHnLH/,2026-06-19T22:24:34.049Z,270,65
3045,BtqlZIdnbcB,p,https://www.instagram.com/thedogist/p/BtqlZIdnbcB/,https://www.instagram.com/p/BtqlZIdnbcB/,2026-06-19T22:24:34.049Z,270,66
3046,BtpIi2KnT27,p,https://www.instagram.com/thedogist/p/BtpIi2KnT27/,https://www.instagram.com/p/BtpIi2KnT27/,2026-06-19T22:24:34.049Z,270,67
3047,BtoRISQnIAW,p,https://www.instagram.com/thedogist/p/BtoRISQnIAW/,https://www.instagram.com/p/BtoRISQnIAW/,2026-06-19T22:24:34.049Z,270,68
3048,Btn6rUmnMJE,p,https://www.instagram.com/thedogist/p/Btn6rUmnMJE/,https://www.instagram.com/p/Btn6rUmnMJE/,2026-06-19T22:24:34.049Z,270,69
3049,Btmmy3yHIFP,p,https://www.instagram.com/thedogist/p/Btmmy3yHIFP/,https://www.instagram.com/p/Btmmy3yHIFP/,2026-06-19T22:24:35.720Z,271,60
3050,Btl8XwgnEQi,p,https://www.instagram.com/thedogist/p/Btl8XwgnEQi/,https://www.instagram.com/p/Btl8XwgnEQi/,2026-06-19T22:24:35.721Z,271,61
3051,BtkDfp2HYzm,p,https://www.instagram.com/thedogist/p/BtkDfp2HYzm/,https://www.instagram.com/p/BtkDfp2HYzm/,2026-06-19T22:24:35.721Z,271,62
3052,BtjSH-XHViw,p,https://www.instagram.com/thedogist/p/BtjSH-XHViw/,https://www.instagram.com/p/BtjSH-XHViw/,2026-06-19T22:24:35.722Z,271,63
3053,BthrIaJHp1Q,p,https://www.instagram.com/thedogist/p/BthrIaJHp1Q/,https://www.instagram.com/p/BthrIaJHp1Q/,2026-06-19T22:24:35.722Z,271,64
3054,Btg5r68nyI9,p,https://www.instagram.com/thedogist/p/Btg5r68nyI9/,https://www.instagram.com/p/Btg5r68nyI9/,2026-06-19T22:24:35.722Z,271,65
3055,BtfEQ4FHqda,p,https://www.instagram.com/thedogist/p/BtfEQ4FHqda/,https://www.instagram.com/p/BtfEQ4FHqda/,2026-06-19T22:24:35.722Z,271,66
3056,BtekUo8HSJf,p,https://www.instagram.com/thedogist/p/BtekUo8HSJf/,https://www.instagram.com/p/BtekUo8HSJf/,2026-06-19T22:24:35.723Z,271,67
3057,BteEUReH_rV,p,https://www.instagram.com/thedogist/p/BteEUReH_rV/,https://www.instagram.com/p/BteEUReH_rV/,2026-06-19T22:24:35.723Z,271,68
3058,BtcRo7GHOc6,p,https://www.instagram.com/thedogist/p/BtcRo7GHOc6/,https://www.instagram.com/p/BtcRo7GHOc6/,2026-06-19T22:24:35.723Z,271,69
3059,BtbXqFQn9jB,p,https://www.instagram.com/thedogist/p/BtbXqFQn9jB/,https://www.instagram.com/p/BtbXqFQn9jB/,2026-06-19T22:24:35.723Z,271,70
3060,BtZnqtznfQa,p,https://www.instagram.com/thedogist/p/BtZnqtznfQa/,https://www.instagram.com/p/BtZnqtznfQa/,2026-06-19T22:24:35.724Z,271,71
3061,BtYnTLPHsIK,p,https://www.instagram.com/thedogist/p/BtYnTLPHsIK/,https://www.instagram.com/p/BtYnTLPHsIK/,2026-06-19T22:24:37.391Z,272,62
3062,BtWueh_nr5h,p,https://www.instagram.com/thedogist/p/BtWueh_nr5h/,https://www.instagram.com/p/BtWueh_nr5h/,2026-06-19T22:24:37.391Z,272,63
3063,BtV94TNHJYC,p,https://www.instagram.com/thedogist/p/BtV94TNHJYC/,https://www.instagram.com/p/BtV94TNHJYC/,2026-06-19T22:24:37.391Z,272,64
3064,BtUvaXYHtU8,p,https://www.instagram.com/thedogist/p/BtUvaXYHtU8/,https://www.instagram.com/p/BtUvaXYHtU8/,2026-06-19T22:24:37.392Z,272,65
3065,BtR3gTtnxP-,p,https://www.instagram.com/thedogist/p/BtR3gTtnxP-/,https://www.instagram.com/p/BtR3gTtnxP-/,2026-06-19T22:24:37.392Z,272,66
3066,BtRb9hIHAEm,p,https://www.instagram.com/thedogist/p/BtRb9hIHAEm/,https://www.instagram.com/p/BtRb9hIHAEm/,2026-06-19T22:24:37.392Z,272,67
3067,BtPDeT-HBMY,p,https://www.instagram.com/thedogist/p/BtPDeT-HBMY/,https://www.instagram.com/p/BtPDeT-HBMY/,2026-06-19T22:24:37.392Z,272,68
3068,BtMcCRzHT5Y,p,https://www.instagram.com/thedogist/p/BtMcCRzHT5Y/,https://www.instagram.com/p/BtMcCRzHT5Y/,2026-06-19T22:24:37.393Z,272,69
3069,BtKNznonto2,p,https://www.instagram.com/thedogist/p/BtKNznonto2/,https://www.instagram.com/p/BtKNznonto2/,2026-06-19T22:24:37.393Z,272,70
3070,BtH4zhlnAaX,p,https://www.instagram.com/thedogist/p/BtH4zhlnAaX/,https://www.instagram.com/p/BtH4zhlnAaX/,2026-06-19T22:24:37.393Z,272,71
3071,BtHJMA_nHAn,p,https://www.instagram.com/thedogist/p/BtHJMA_nHAn/,https://www.instagram.com/p/BtHJMA_nHAn/,2026-06-19T22:24:37.393Z,272,72
3072,BtEFKBpnxf5,p,https://www.instagram.com/thedogist/p/BtEFKBpnxf5/,https://www.instagram.com/p/BtEFKBpnxf5/,2026-06-19T22:24:37.394Z,272,73
3073,BtClMT_nRZo,p,https://www.instagram.com/thedogist/p/BtClMT_nRZo/,https://www.instagram.com/p/BtClMT_nRZo/,2026-06-19T22:24:39.256Z,273,59
3074,BtCI5LLHPNI,p,https://www.instagram.com/thedogist/p/BtCI5LLHPNI/,https://www.instagram.com/p/BtCI5LLHPNI/,2026-06-19T22:24:39.256Z,273,60
3075,Bs_wKk0n0za,p,https://www.instagram.com/thedogist/p/Bs_wKk0n0za/,https://www.instagram.com/p/Bs_wKk0n0za/,2026-06-19T22:24:39.256Z,273,61
3076,Bs_Bkd3Hs1b,p,https://www.instagram.com/thedogist/p/Bs_Bkd3Hs1b/,https://www.instagram.com/p/Bs_Bkd3Hs1b/,2026-06-19T22:24:39.256Z,273,62
3077,Bs9ELH8nMwu,p,https://www.instagram.com/thedogist/p/Bs9ELH8nMwu/,https://www.instagram.com/p/Bs9ELH8nMwu/,2026-06-19T22:24:39.257Z,273,63
3078,Bs6oQaOnlGC,p,https://www.instagram.com/thedogist/p/Bs6oQaOnlGC/,https://www.instagram.com/p/Bs6oQaOnlGC/,2026-06-19T22:24:39.257Z,273,64
3079,Bs6EkVFHfgg,p,https://www.instagram.com/thedogist/p/Bs6EkVFHfgg/,https://www.instagram.com/p/Bs6EkVFHfgg/,2026-06-19T22:24:39.257Z,273,65
3080,Bs4JXcbnNmP,p,https://www.instagram.com/thedogist/p/Bs4JXcbnNmP/,https://www.instagram.com/p/Bs4JXcbnNmP/,2026-06-19T22:24:39.257Z,273,66
3081,Bs3368onDyn,p,https://www.instagram.com/thedogist/p/Bs3368onDyn/,https://www.instagram.com/p/Bs3368onDyn/,2026-06-19T22:24:39.258Z,273,67
3082,Bs1e805nDxE,p,https://www.instagram.com/thedogist/p/Bs1e805nDxE/,https://www.instagram.com/p/Bs1e805nDxE/,2026-06-19T22:24:39.258Z,273,68
3083,Bs0yUFrn3l7,p,https://www.instagram.com/thedogist/p/Bs0yUFrn3l7/,https://www.instagram.com/p/Bs0yUFrn3l7/,2026-06-19T22:24:39.258Z,273,69
3084,Bsy5nUyHdrm,p,https://www.instagram.com/thedogist/p/Bsy5nUyHdrm/,https://www.instagram.com/p/Bsy5nUyHdrm/,2026-06-19T22:24:39.258Z,273,70
3085,BswQDpFny9M,p,https://www.instagram.com/thedogist/p/BswQDpFny9M/,https://www.instagram.com/p/BswQDpFny9M/,2026-06-19T22:24:41.065Z,274,61
3086,Bsv1Dw2Hul6,p,https://www.instagram.com/thedogist/p/Bsv1Dw2Hul6/,https://www.instagram.com/p/Bsv1Dw2Hul6/,2026-06-19T22:24:41.065Z,274,62
3087,BstdWGqnxk6,p,https://www.instagram.com/thedogist/p/BstdWGqnxk6/,https://www.instagram.com/p/BstdWGqnxk6/,2026-06-19T22:24:41.066Z,274,63
3088,Bsq_DXHnfZH,p,https://www.instagram.com/thedogist/p/Bsq_DXHnfZH/,https://www.instagram.com/p/Bsq_DXHnfZH/,2026-06-19T22:24:41.066Z,274,64
3089,Bsql7NnHTnQ,p,https://www.instagram.com/thedogist/p/Bsql7NnHTnQ/,https://www.instagram.com/p/Bsql7NnHTnQ/,2026-06-19T22:24:41.066Z,274,65
3090,BsowwEMHBdF,p,https://www.instagram.com/thedogist/p/BsowwEMHBdF/,https://www.instagram.com/p/BsowwEMHBdF/,2026-06-19T22:24:41.066Z,274,66
3091,BsoQ7AoHqDx,p,https://www.instagram.com/thedogist/p/BsoQ7AoHqDx/,https://www.instagram.com/p/BsoQ7AoHqDx/,2026-06-19T22:24:41.067Z,274,67
3092,BsmRZThHpkq,p,https://www.instagram.com/thedogist/p/BsmRZThHpkq/,https://www.instagram.com/p/BsmRZThHpkq/,2026-06-19T22:24:41.067Z,274,68
3093,BslpSZUHPnY,p,https://www.instagram.com/thedogist/p/BslpSZUHPnY/,https://www.instagram.com/p/BslpSZUHPnY/,2026-06-19T22:24:41.067Z,274,69
3094,BsjhF6LnZH3,p,https://www.instagram.com/thedogist/p/BsjhF6LnZH3/,https://www.instagram.com/p/BsjhF6LnZH3/,2026-06-19T22:24:41.067Z,274,70
3095,BsivOsJHUM7,p,https://www.instagram.com/thedogist/p/BsivOsJHUM7/,https://www.instagram.com/p/BsivOsJHUM7/,2026-06-19T22:24:41.068Z,274,71
3096,BsglpvqnPMf,p,https://www.instagram.com/thedogist/p/BsglpvqnPMf/,https://www.instagram.com/p/BsglpvqnPMf/,2026-06-19T22:24:41.068Z,274,72
3097,Bsf6oW0HlBP,p,https://www.instagram.com/thedogist/p/Bsf6oW0HlBP/,https://www.instagram.com/p/Bsf6oW0HlBP/,2026-06-19T22:24:42.727Z,275,58
3098,BseOl5_nc7z,p,https://www.instagram.com/thedogist/p/BseOl5_nc7z/,https://www.instagram.com/p/BseOl5_nc7z/,2026-06-19T22:24:42.728Z,275,59
3099,BsddCAgHUa_,p,https://www.instagram.com/thedogist/p/BsddCAgHUa_/,https://www.instagram.com/p/BsddCAgHUa_/,2026-06-19T22:24:42.728Z,275,60
3100,Bsby7meH3Bx,p,https://www.instagram.com/thedogist/p/Bsby7meH3Bx/,https://www.instagram.com/p/Bsby7meH3Bx/,2026-06-19T22:24:42.728Z,275,61
3101,Bsa_JDCHvXD,p,https://www.instagram.com/thedogist/p/Bsa_JDCHvXD/,https://www.instagram.com/p/Bsa_JDCHvXD/,2026-06-19T22:24:42.729Z,275,62
3102,BsYtUf0nFSL,p,https://www.instagram.com/thedogist/p/BsYtUf0nFSL/,https://www.instagram.com/p/BsYtUf0nFSL/,2026-06-19T22:24:42.729Z,275,63
3103,BsW3Y6_HkCZ,p,https://www.instagram.com/thedogist/p/BsW3Y6_HkCZ/,https://www.instagram.com/p/BsW3Y6_HkCZ/,2026-06-19T22:24:42.729Z,275,64
3104,BsV6tnlnqtU,p,https://www.instagram.com/thedogist/p/BsV6tnlnqtU/,https://www.instagram.com/p/BsV6tnlnqtU/,2026-06-19T22:24:42.729Z,275,65
3105,BsUcQMtn9WT,p,https://www.instagram.com/thedogist/p/BsUcQMtn9WT/,https://www.instagram.com/p/BsUcQMtn9WT/,2026-06-19T22:24:42.730Z,275,66
3106,BsTkiHlH7-K,p,https://www.instagram.com/thedogist/p/BsTkiHlH7-K/,https://www.instagram.com/p/BsTkiHlH7-K/,2026-06-19T22:24:42.730Z,275,67
3107,BsQ1StFHiAd,p,https://www.instagram.com/thedogist/p/BsQ1StFHiAd/,https://www.instagram.com/p/BsQ1StFHiAd/,2026-06-19T22:24:42.730Z,275,68
3108,BsOZouJHYmy,p,https://www.instagram.com/thedogist/p/BsOZouJHYmy/,https://www.instagram.com/p/BsOZouJHYmy/,2026-06-19T22:24:42.730Z,275,69
3109,BsMSOVfH1Sv,p,https://www.instagram.com/thedogist/p/BsMSOVfH1Sv/,https://www.instagram.com/p/BsMSOVfH1Sv/,2026-06-19T22:24:44.393Z,276,60
3110,BsLV9Ynn5Tc,p,https://www.instagram.com/thedogist/p/BsLV9Ynn5Tc/,https://www.instagram.com/p/BsLV9Ynn5Tc/,2026-06-19T22:24:44.393Z,276,61
3111,BsJpTOAnsec,p,https://www.instagram.com/thedogist/p/BsJpTOAnsec/,https://www.instagram.com/p/BsJpTOAnsec/,2026-06-19T22:24:44.393Z,276,62
3112,BsJBSR2nsoO,p,https://www.instagram.com/thedogist/p/BsJBSR2nsoO/,https://www.instagram.com/p/BsJBSR2nsoO/,2026-06-19T22:24:44.393Z,276,63
3113,BsGdk0kHIFS,p,https://www.instagram.com/thedogist/p/BsGdk0kHIFS/,https://www.instagram.com/p/BsGdk0kHIFS/,2026-06-19T22:24:44.394Z,276,64
3114,BsE1UMinMCc,p,https://www.instagram.com/thedogist/p/BsE1UMinMCc/,https://www.instagram.com/p/BsE1UMinMCc/,2026-06-19T22:24:44.394Z,276,65
3115,BsD4usBHwS_,p,https://www.instagram.com/thedogist/p/BsD4usBHwS_/,https://www.instagram.com/p/BsD4usBHwS_/,2026-06-19T22:24:44.394Z,276,66
3116,BsCPUOhn2xR,p,https://www.instagram.com/thedogist/p/BsCPUOhn2xR/,https://www.instagram.com/p/BsCPUOhn2xR/,2026-06-19T22:24:44.394Z,276,67
3117,BsBS9LQnFQm,p,https://www.instagram.com/thedogist/p/BsBS9LQnFQm/,https://www.instagram.com/p/BsBS9LQnFQm/,2026-06-19T22:24:44.394Z,276,68
3118,Br_cmGDHBv_,p,https://www.instagram.com/thedogist/p/Br_cmGDHBv_/,https://www.instagram.com/p/Br_cmGDHBv_/,2026-06-19T22:24:44.395Z,276,69
3119,Br_KcDnnUU9,p,https://www.instagram.com/thedogist/p/Br_KcDnnUU9/,https://www.instagram.com/p/Br_KcDnnUU9/,2026-06-19T22:24:44.395Z,276,70
3120,Br8xOpdHvSN,p,https://www.instagram.com/thedogist/p/Br8xOpdHvSN/,https://www.instagram.com/p/Br8xOpdHvSN/,2026-06-19T22:24:44.395Z,276,71
3121,Br73UgDnG7-,p,https://www.instagram.com/thedogist/p/Br73UgDnG7-/,https://www.instagram.com/p/Br73UgDnG7-/,2026-06-19T22:24:46.316Z,277,62
3122,Br5T3tlnWbg,p,https://www.instagram.com/thedogist/p/Br5T3tlnWbg/,https://www.instagram.com/p/Br5T3tlnWbg/,2026-06-19T22:24:46.316Z,277,63
3123,Br3gDU0ngdG,p,https://www.instagram.com/thedogist/p/Br3gDU0ngdG/,https://www.instagram.com/p/Br3gDU0ngdG/,2026-06-19T22:24:46.316Z,277,64
3124,Br26ZgtHzBQ,p,https://www.instagram.com/thedogist/p/Br26ZgtHzBQ/,https://www.instagram.com/p/Br26ZgtHzBQ/,2026-06-19T22:24:46.317Z,277,65
3125,Br0Oa7Bn4kc,p,https://www.instagram.com/thedogist/p/Br0Oa7Bn4kc/,https://www.instagram.com/p/Br0Oa7Bn4kc/,2026-06-19T22:24:46.317Z,277,66
3126,BryCZ9vnidU,p,https://www.instagram.com/thedogist/p/BryCZ9vnidU/,https://www.instagram.com/p/BryCZ9vnidU/,2026-06-19T22:24:46.318Z,277,67
3127,BrwAaK3HvJa,p,https://www.instagram.com/thedogist/p/BrwAaK3HvJa/,https://www.instagram.com/p/BrwAaK3HvJa/,2026-06-19T22:24:46.318Z,277,68
3128,BrvjsR5ngqR,p,https://www.instagram.com/thedogist/p/BrvjsR5ngqR/,https://www.instagram.com/p/BrvjsR5ngqR/,2026-06-19T22:24:46.318Z,277,69
3129,BrvNiIRnTxp,p,https://www.instagram.com/thedogist/p/BrvNiIRnTxp/,https://www.instagram.com/p/BrvNiIRnTxp/,2026-06-19T22:24:46.319Z,277,70
3130,BrtnxHGniRP,p,https://www.instagram.com/thedogist/p/BrtnxHGniRP/,https://www.instagram.com/p/BrtnxHGniRP/,2026-06-19T22:24:46.319Z,277,71
3131,Brs324nHgED,p,https://www.instagram.com/thedogist/p/Brs324nHgED/,https://www.instagram.com/p/Brs324nHgED/,2026-06-19T22:24:46.319Z,277,72
3132,BrsgQYpnCcX,p,https://www.instagram.com/thedogist/p/BrsgQYpnCcX/,https://www.instagram.com/p/BrsgQYpnCcX/,2026-06-19T22:24:46.320Z,277,73
3133,Brqy_EbHc7C,p,https://www.instagram.com/thedogist/p/Brqy_EbHc7C/,https://www.instagram.com/p/Brqy_EbHc7C/,2026-06-19T22:24:47.993Z,278,59
3134,BrqdTTVnCC1,p,https://www.instagram.com/thedogist/p/BrqdTTVnCC1/,https://www.instagram.com/p/BrqdTTVnCC1/,2026-06-19T22:24:47.993Z,278,60
3135,BroJTOlnMUy,reel,https://www.instagram.com/thedogist/reel/BroJTOlnMUy/,https://www.instagram.com/reel/BroJTOlnMUy/,2026-06-19T22:24:47.993Z,278,61
3136,Brngo8CH7Og,p,https://www.instagram.com/thedogist/p/Brngo8CH7Og/,https://www.instagram.com/p/Brngo8CH7Og/,2026-06-19T22:24:47.994Z,278,62
3137,BrlxLytnN9o,p,https://www.instagram.com/thedogist/p/BrlxLytnN9o/,https://www.instagram.com/p/BrlxLytnN9o/,2026-06-19T22:24:47.994Z,278,63
3138,BrlTEwFHz5D,p,https://www.instagram.com/thedogist/p/BrlTEwFHz5D/,https://www.instagram.com/p/BrlTEwFHz5D/,2026-06-19T22:24:47.994Z,278,64
3139,Brk1p-qn3Ls,p,https://www.instagram.com/thedogist/p/Brk1p-qn3Ls/,https://www.instagram.com/p/Brk1p-qn3Ls/,2026-06-19T22:24:47.994Z,278,65
3140,BrjJeScnlCU,p,https://www.instagram.com/thedogist/p/BrjJeScnlCU/,https://www.instagram.com/p/BrjJeScnlCU/,2026-06-19T22:24:47.995Z,278,66
3141,BrioHJanozY,p,https://www.instagram.com/thedogist/p/BrioHJanozY/,https://www.instagram.com/p/BrioHJanozY/,2026-06-19T22:24:47.995Z,278,67
3142,BrgUK4vH18Q,p,https://www.instagram.com/thedogist/p/BrgUK4vH18Q/,https://www.instagram.com/p/BrgUK4vH18Q/,2026-06-19T22:24:47.995Z,278,68
3143,BrfgXrun_QJ,p,https://www.instagram.com/thedogist/p/BrfgXrun_QJ/,https://www.instagram.com/p/BrfgXrun_QJ/,2026-06-19T22:24:47.995Z,278,69
3144,Brdw7k2nZQR,p,https://www.instagram.com/thedogist/p/Brdw7k2nZQR/,https://www.instagram.com/p/Brdw7k2nZQR/,2026-06-19T22:24:47.995Z,278,70
3145,BrdFg4wn-gS,p,https://www.instagram.com/thedogist/p/BrdFg4wn-gS/,https://www.instagram.com/p/BrdFg4wn-gS/,2026-06-19T22:24:49.662Z,279,61
3146,BrbTfR9n0Sy,p,https://www.instagram.com/thedogist/p/BrbTfR9n0Sy/,https://www.instagram.com/p/BrbTfR9n0Sy/,2026-06-19T22:24:49.663Z,279,62
3147,BrbB1panIWf,p,https://www.instagram.com/thedogist/p/BrbB1panIWf/,https://www.instagram.com/p/BrbB1panIWf/,2026-06-19T22:24:49.663Z,279,63
3148,BrYq4UBnxmg,p,https://www.instagram.com/thedogist/p/BrYq4UBnxmg/,https://www.instagram.com/p/BrYq4UBnxmg/,2026-06-19T22:24:49.663Z,279,64
3149,BrYV0OaHUNy,p,https://www.instagram.com/thedogist/p/BrYV0OaHUNy/,https://www.instagram.com/p/BrYV0OaHUNy/,2026-06-19T22:24:49.663Z,279,65
3150,BrX823BHDFZ,p,https://www.instagram.com/thedogist/p/BrX823BHDFZ/,https://www.instagram.com/p/BrX823BHDFZ/,2026-06-19T22:24:49.664Z,279,66
3151,BrWElBln70w,p,https://www.instagram.com/thedogist/p/BrWElBln70w/,https://www.instagram.com/p/BrWElBln70w/,2026-06-19T22:24:49.664Z,279,67
3152,BrVthceHq3m,p,https://www.instagram.com/thedogist/p/BrVthceHq3m/,https://www.instagram.com/p/BrVthceHq3m/,2026-06-19T22:24:49.664Z,279,68
3153,BrTyZD_HiXO,p,https://www.instagram.com/thedogist/p/BrTyZD_HiXO/,https://www.instagram.com/p/BrTyZD_HiXO/,2026-06-19T22:24:49.664Z,279,69
3154,BrS82bvnhDq,p,https://www.instagram.com/thedogist/p/BrS82bvnhDq/,https://www.instagram.com/p/BrS82bvnhDq/,2026-06-19T22:24:49.664Z,279,70
3155,BrRDvPwHY9p,p,https://www.instagram.com/thedogist/p/BrRDvPwHY9p/,https://www.instagram.com/p/BrRDvPwHY9p/,2026-06-19T22:24:49.665Z,279,71
3156,BrOmSiQn4Ru,p,https://www.instagram.com/thedogist/p/BrOmSiQn4Ru/,https://www.instagram.com/p/BrOmSiQn4Ru/,2026-06-19T22:24:49.665Z,279,72
3157,BrN2G3tHO_V,p,https://www.instagram.com/thedogist/p/BrN2G3tHO_V/,https://www.instagram.com/p/BrN2G3tHO_V/,2026-06-19T22:24:51.731Z,280,58
3158,BrLiLk9Hr5B,p,https://www.instagram.com/thedogist/p/BrLiLk9Hr5B/,https://www.instagram.com/p/BrLiLk9Hr5B/,2026-06-19T22:24:51.731Z,280,59
3159,BrJB5Vcnj6F,p,https://www.instagram.com/thedogist/p/BrJB5Vcnj6F/,https://www.instagram.com/p/BrJB5Vcnj6F/,2026-06-19T22:24:51.731Z,280,60
3160,BrGyQhtnLQu,p,https://www.instagram.com/thedogist/p/BrGyQhtnLQu/,https://www.instagram.com/p/BrGyQhtnLQu/,2026-06-19T22:24:51.732Z,280,61
3161,BrDhIRyHCeJ,p,https://www.instagram.com/thedogist/p/BrDhIRyHCeJ/,https://www.instagram.com/p/BrDhIRyHCeJ/,2026-06-19T22:24:51.732Z,280,62
3162,BrBz_DGHMvA,p,https://www.instagram.com/thedogist/p/BrBz_DGHMvA/,https://www.instagram.com/p/BrBz_DGHMvA/,2026-06-19T22:24:51.732Z,280,63
3163,Bq_ie9QHR8k,p,https://www.instagram.com/thedogist/p/Bq_ie9QHR8k/,https://www.instagram.com/p/Bq_ie9QHR8k/,2026-06-19T22:24:51.732Z,280,64
3164,Bq-n90GnOaF,p,https://www.instagram.com/thedogist/p/Bq-n90GnOaF/,https://www.instagram.com/p/Bq-n90GnOaF/,2026-06-19T22:24:51.733Z,280,65
3165,Bq9HbanHzXt,p,https://www.instagram.com/thedogist/p/Bq9HbanHzXt/,https://www.instagram.com/p/Bq9HbanHzXt/,2026-06-19T22:24:51.733Z,280,66
3166,Bq7g3WmHveC,p,https://www.instagram.com/thedogist/p/Bq7g3WmHveC/,https://www.instagram.com/p/Bq7g3WmHveC/,2026-06-19T22:24:51.733Z,280,67
